x,logf,std::log,ulp_error
7.11508e-22,-48.6947,-48.6947,0.101048
7.13625e-22,-48.6917,-48.6917,0.113506
7.15743e-22,-48.6887,-48.6887,0.854815
7.1786e-22,-48.6858,-48.6858,1.26454
7.19978e-22,-48.6828,-48.6828,0.569951
7.22096e-22,-48.6799,-48.6799,1.29111
7.24213e-22,-48.677,-48.677,0.065582
7.26331e-22,-48.674,-48.674,0.299936
7.28448e-22,-48.6711,-48.6711,0.526296
7.30566e-22,-48.6682,-48.6682,0.413995
7.32684e-22,-48.6653,-48.6653,1.15185
7.34801e-22,-48.6624,-48.6624,0.699989
7.36919e-22,-48.6596,-48.6596,0.0710083
7.39036e-22,-48.6567,-48.6567,0.277404
7.41154e-22,-48.6538,-48.6538,0.331562
7.43271e-22,-48.651,-48.651,1.24577
7.45389e-22,-48.6481,-48.6481,0.032189
7.47507e-22,-48.6453,-48.6453,0.702906
7.49624e-22,-48.6425,-48.6425,1.26989
7.51742e-22,-48.6397,-48.6396,0.744997
7.53859e-22,-48.6368,-48.6368,1.14001
7.55977e-22,-48.634,-48.634,0.484097
7.58094e-22,-48.6312,-48.6312,0.736314
7.60212e-22,-48.6284,-48.6284,0.0219366
7.6233e-22,-48.6257,-48.6257,1.15099
7.64447e-22,-48.6229,-48.6229,0.335918
7.66565e-22,-48.6201,-48.6201,0.474691
7.68682e-22,-48.6174,-48.6174,0.647563
7.708e-22,-48.6146,-48.6146,0.796576
7.72918e-22,-48.6119,-48.6119,1.00142
7.75035e-22,-48.6091,-48.6091,0.204336
7.77153e-22,-48.6064,-48.6064,0.484459
7.7927e-22,-48.6037,-48.6037,0.784229
7.81388e-22,-48.601,-48.601,0.182234
7.83505e-22,-48.5983,-48.5983,0.638002
7.85623e-22,-48.5956,-48.5956,0.178909
7.87741e-22,-48.5929,-48.5929,0.815264
7.89858e-22,-48.5902,-48.5902,0.557293
7.91976e-22,-48.5875,-48.5875,0.415139
7.94093e-22,-48.5848,-48.5848,0.398865
7.96211e-22,-48.5822,-48.5822,0.481547
7.98329e-22,-48.5795,-48.5795,0.783806
8.00446e-22,-48.5769,-48.5769,0.204746
8.02564e-22,-48.5742,-48.5742,0.20898
8.04681e-22,-48.5716,-48.5716,0.447703
8.06799e-22,-48.569,-48.569,0.49817
8.08917e-22,-48.5663,-48.5663,0.654516
8.11034e-22,-48.5637,-48.5637,0.981695
8.13152e-22,-48.5611,-48.5611,0.445564
8.15269e-22,-48.5585,-48.5585,0.316844
8.17387e-22,-48.5559,-48.5559,1.34316
8.19504e-22,-48.5533,-48.5533,0.422309
8.21622e-22,-48.5508,-48.5508,0.0941956
8.2374e-22,-48.5482,-48.5482,0.16283
8.25857e-22,-48.5456,-48.5456,0.879905
8.27975e-22,-48.5431,-48.5431,0.167088
8.30092e-22,-48.5405,-48.5405,0.771546
8.3221e-22,-48.538,-48.538,0.638157
8.34327e-22,-48.5354,-48.5354,0.839288
8.36445e-22,-48.5329,-48.5329,0.335832
8.38563e-22,-48.5304,-48.5304,0.152234
8.4068e-22,-48.5278,-48.5278,0.296967
8.42798e-22,-48.5253,-48.5253,0.221557
8.44915e-22,-48.5228,-48.5228,0.605009
8.47033e-22,-48.5203,-48.5203,0.215049
8.51268e-22,-48.5153,-48.5153,0.237789
8.55503e-22,-48.5104,-48.5104,0.202006
8.59738e-22,-48.5054,-48.5054,0.25831
8.63974e-22,-48.5005,-48.5005,0.0800215
8.68209e-22,-48.4956,-48.4956,0.200912
8.72444e-22,-48.4907,-48.4907,0.559676
8.76679e-22,-48.4859,-48.4859,1.0959
8.80914e-22,-48.4811,-48.4811,0.249964
8.85149e-22,-48.4763,-48.4763,0.463404
8.89385e-22,-48.4715,-48.4715,0.178158
8.9362e-22,-48.4668,-48.4668,0.837277
8.97855e-22,-48.462,-48.462,0.384549
9.0209e-22,-48.4573,-48.4573,0.264786
9.06325e-22,-48.4526,-48.4526,0.106547
9.1056e-22,-48.448,-48.448,0.775912
9.14796e-22,-48.4433,-48.4433,0.329465
9.19031e-22,-48.4387,-48.4387,0.498277
9.23266e-22,-48.4341,-48.4341,0.241019
9.27501e-22,-48.4296,-48.4295,0.503605
9.31736e-22,-48.425,-48.425,0.217593
9.35971e-22,-48.4205,-48.4205,0.355034
9.40207e-22,-48.4159,-48.4159,0.859814
9.44442e-22,-48.4114,-48.4114,0.316314
9.48677e-22,-48.407,-48.407,0.220948
9.52912e-22,-48.4025,-48.4025,0.0989503
9.57147e-22,-48.3981,-48.3981,0.597043
9.61382e-22,-48.3937,-48.3937,0.227606
9.65618e-22,-48.3893,-48.3893,0.945519
9.69853e-22,-48.3849,-48.3849,0.293747
9.74088e-22,-48.3805,-48.3805,0.534138
9.78323e-22,-48.3762,-48.3762,0.180972
9.82558e-22,-48.3719,-48.3719,0.808771
9.86793e-22,-48.3676,-48.3676,0.306998
9.91029e-22,-48.3633,-48.3633,0.633937
9.95264e-22,-48.359,-48.359,0.251596
9.99499e-22,-48.3548,-48.3548,0.416741
1.00373e-21,-48.3506,-48.3506,0.177806
1.00797e-21,-48.3463,-48.3463,0.386702
1.0122e-21,-48.3422,-48.3422,0.276073
1.01644e-21,-48.338,-48.338,0.702449
1.02067e-21,-48.3338,-48.3338,0.293883
1.02491e-21,-48.3297,-48.3297,0.223236
1.02915e-21,-48.3256,-48.3256,0.216581
1.03338e-21,-48.3214,-48.3215,0.649387
1.03762e-21,-48.3174,-48.3174,0.485339
1.04185e-21,-48.3133,-48.3133,0.688565
1.04609e-21,-48.3092,-48.3092,0.223632
1.05032e-21,-48.3052,-48.3052,1.05553
1.05456e-21,-48.3012,-48.3012,0.149691
1.05879e-21,-48.2972,-48.2972,0.471934
1.06303e-21,-48.2932,-48.2932,0.988506
1.06726e-21,-48.2892,-48.2892,0.666053
1.0715e-21,-48.2852,-48.2852,0.471617
1.07573e-21,-48.2813,-48.2813,0.37263
1.07997e-21,-48.2774,-48.2774,0.663094
1.0842e-21,-48.2734,-48.2734,0.33264
1.08844e-21,-48.2695,-48.2695,0.328396
1.09267e-21,-48.2657,-48.2657,0.293108
1.09691e-21,-48.2618,-48.2618,0.196067
1.10114e-21,-48.2579,-48.2579,0.00692026
1.10538e-21,-48.2541,-48.2541,0.671719
1.10961e-21,-48.2503,-48.2503,0.232642
1.11385e-21,-48.2465,-48.2465,0.564768
1.11808e-21,-48.2427,-48.2427,0.734348
1.12232e-21,-48.2389,-48.2389,0.617849
1.12655e-21,-48.2351,-48.2351,0.257958
1.13079e-21,-48.2314,-48.2314,0.602988
1.13502e-21,-48.2276,-48.2276,0.625237
1.13926e-21,-48.2239,-48.2239,0.297315
1.14349e-21,-48.2202,-48.2202,0.592137
1.14773e-21,-48.2165,-48.2165,0.482915
1.15196e-21,-48.2128,-48.2128,0.943161
1.1562e-21,-48.2091,-48.2091,0.0533227
1.16044e-21,-48.2055,-48.2055,0.467552
1.16467e-21,-48.2018,-48.2018,0.480159
1.16891e-21,-48.1982,-48.1982,0.040851
1.17314e-21,-48.1946,-48.1946,0.120551
1.17738e-21,-48.191,-48.191,0.216256
1.18161e-21,-48.1874,-48.1874,0.0549637
1.18585e-21,-48.1838,-48.1838,0.0415169
1.19008e-21,-48.1803,-48.1803,0.481686
1.19432e-21,-48.1767,-48.1767,0.241787
1.19855e-21,-48.1732,-48.1732,0.298317
1.20279e-21,-48.1696,-48.1696,0.37198
1.20702e-21,-48.1661,-48.1661,0.792115
1.21126e-21,-48.1626,-48.1626,0.00670751
1.21549e-21,-48.1591,-48.1591,0.0272707
1.21973e-21,-48.1557,-48.1557,1.20026
1.22396e-21,-48.1522,-48.1522,0.577168
1.2282e-21,-48.1487,-48.1487,0.0494913
1.23243e-21,-48.1453,-48.1453,0.660504
1.23667e-21,-48.1419,-48.1419,0.367195
1.2409e-21,-48.1384,-48.1384,0.148395
1.24514e-21,-48.135,-48.135,0.0168455
1.24937e-21,-48.1316,-48.1316,0.149264
1.25361e-21,-48.1283,-48.1283,0.730613
1.25784e-21,-48.1249,-48.1249,0.397534
1.26208e-21,-48.1215,-48.1215,0.446181
1.26631e-21,-48.1182,-48.1182,0.241847
1.27055e-21,-48.1148,-48.1148,0.0302505
1.27478e-21,-48.1115,-48.1115,0.610374
1.27902e-21,-48.1082,-48.1082,0.144399
1.28325e-21,-48.1049,-48.1049,0.447306
1.28749e-21,-48.1016,-48.1016,0.816318
1.29173e-21,-48.0983,-48.0983,0.916517
1.29596e-21,-48.095,-48.095,0.834722
1.3002e-21,-48.0918,-48.0918,0.467816
1.30443e-21,-48.0885,-48.0885,1.05177
1.30867e-21,-48.0853,-48.0853,0.29415
1.3129e-21,-48.082,-48.082,0.3225
1.31714e-21,-48.0788,-48.0788,0.0383615
1.32137e-21,-48.0756,-48.0756,0.495264
1.32561e-21,-48.0724,-48.0724,0.37598
1.32984e-21,-48.0692,-48.0692,0.459034
1.33408e-21,-48.066,-48.066,0.086983
1.33831e-21,-48.0629,-48.0629,0.0486055
1.34255e-21,-48.0597,-48.0597,0.230135
1.34678e-21,-48.0566,-48.0566,0.139249
1.35102e-21,-48.0534,-48.0534,1.06164
1.35525e-21,-48.0503,-48.0503,0.420242
1.35949e-21,-48.0472,-48.0472,0.657889
1.36372e-21,-48.0441,-48.0441,0.280101
1.36796e-21,-48.041,-48.041,0.430619
1.37219e-21,-48.0379,-48.0379,1.09381
1.37643e-21,-48.0348,-48.0348,0.254189
1.38066e-21,-48.0317,-48.0317,0.103588
1.3849e-21,-48.0287,-48.0287,0.00527517
1.38913e-21,-48.0256,-48.0256,0.565716
1.39337e-21,-48.0226,-48.0226,0.562809
1.3976e-21,-48.0195,-48.0195,0.0182372
1.40184e-21,-48.0165,-48.0165,0.192077
1.40607e-21,-48.0135,-48.0135,0.00793995
1.41031e-21,-48.0105,-48.0105,0.623898
1.41455e-21,-48.0075,-48.0075,0.566347
1.41878e-21,-48.0045,-48.0045,0.896114
1.42302e-21,-48.0015,-48.0015,0.524452
1.42725e-21,-47.9985,-47.9985,0.511994
1.43149e-21,-47.9956,-47.9956,0.229315
1.43572e-21,-47.9926,-47.9926,0.639039
1.43996e-21,-47.9897,-47.9897,1.19545
1.44419e-21,-47.9867,-47.9867,0.665609
1.44843e-21,-47.9838,-47.9838,0.691081
1.45266e-21,-47.9809,-47.9809,0.325563
1.4569e-21,-47.978,-47.978,0.151795
1.46113e-21,-47.9751,-47.9751,0.211504
1.46537e-21,-47.9722,-47.9722,0.526353
1.4696e-21,-47.9693,-47.9693,0.07449
1.47384e-21,-47.9664,-47.9664,0.554491
1.47807e-21,-47.9635,-47.9635,0.348096
1.48231e-21,-47.9607,-47.9607,0.293937
1.48654e-21,-47.9578,-47.9578,0.620266
1.49078e-21,-47.955,-47.955,0.59331
1.49501e-21,-47.9521,-47.9522,0.922594
1.49925e-21,-47.9493,-47.9493,0.644386
1.50348e-21,-47.9465,-47.9465,0.880503
1.50772e-21,-47.9437,-47.9437,0.514509
1.51195e-21,-47.9409,-47.9409,0.141402
1.51619e-21,-47.9381,-47.9381,0.110815
1.52042e-21,-47.9353,-47.9353,0.647436
1.52466e-21,-47.9325,-47.9325,0.52549
1.52889e-21,-47.9297,-47.9297,0.289581
1.53313e-21,-47.927,-47.927,0.150808
1.53736e-21,-47.9242,-47.9242,0.0220642
1.5416e-21,-47.9215,-47.9215,0.171077
1.54584e-21,-47.9187,-47.9187,0.375921
1.55007e-21,-47.916,-47.916,0.421164
1.55431e-21,-47.9133,-47.9133,0.14104
1.55854e-21,-47.9105,-47.9105,0.158729
1.56278e-21,-47.9078,-47.9078,0.443265
1.56701e-21,-47.9051,-47.9051,0.0125026
1.57125e-21,-47.9024,-47.9024,0.44659
1.57548e-21,-47.8997,-47.8997,0.189765
1.57972e-21,-47.897,-47.897,0.0682062
1.58395e-21,-47.8944,-47.8944,0.21036
1.58819e-21,-47.8917,-47.8917,0.226634
1.59242e-21,-47.889,-47.889,1.10705
1.59666e-21,-47.8864,-47.8864,0.158306
1.60089e-21,-47.8837,-47.8837,0.420753
1.60513e-21,-47.8811,-47.8811,0.834479
1.60936e-21,-47.8784,-47.8784,0.0732021
1.6136e-21,-47.8758,-47.8758,0.12733
1.61783e-21,-47.8732,-47.8732,0.0290169
1.62207e-21,-47.8706,-47.8706,0.356196
1.6263e-21,-47.868,-47.868,1.07106
1.63054e-21,-47.8654,-47.8654,0.308656
1.63477e-21,-47.8628,-47.8628,0.717663
1.63901e-21,-47.8602,-47.8602,1.04781
1.64324e-21,-47.8576,-47.8576,0.531304
1.64748e-21,-47.855,-47.855,0.78833
1.65171e-21,-47.8525,-47.8525,0.254405
1.65595e-21,-47.8499,-47.8499,0.458411
1.66018e-21,-47.8474,-47.8474,0.146046
1.66442e-21,-47.8448,-47.8448,0.0126577
1.66865e-21,-47.8423,-47.8423,0.213788
1.67289e-21,-47.8397,-47.8397,0.289667
1.67713e-21,-47.8372,-47.8372,0.473265
1.68136e-21,-47.8347,-47.8347,0.328532
1.6856e-21,-47.8322,-47.8322,0.847056
1.68983e-21,-47.8297,-47.8297,0.0204901
1.69407e-21,-47.8272,-47.8272,0.159451
1.70254e-21,-47.8222,-47.8222,0.612289
1.71101e-21,-47.8172,-47.8172,0.576507
1.71948e-21,-47.8123,-47.8123,0.11619
1.72795e-21,-47.8074,-47.8074,0.294479
1.73642e-21,-47.8025,-47.8025,0.173589
1.74489e-21,-47.7976,-47.7976,0.185175
1.75336e-21,-47.7928,-47.7928,0.721397
1.76183e-21,-47.7879,-47.7879,0.624465
1.7703e-21,-47.7831,-47.7831,0.0889036
1.77877e-21,-47.7784,-47.7784,0.196343
1.78724e-21,-47.7736,-47.7736,0.462776
1.79571e-21,-47.7689,-47.7689,0.0100484
1.80418e-21,-47.7642,-47.7642,0.639287
1.81265e-21,-47.7595,-47.7595,0.481047
1.82112e-21,-47.7548,-47.7548,0.401412
1.82959e-21,-47.7502,-47.7502,0.0450355
1.83806e-21,-47.7456,-47.7456,0.872778
1.84653e-21,-47.741,-47.741,0.133482
1.855e-21,-47.7364,-47.7364,0.878105
1.86347e-21,-47.7318,-47.7318,0.156908
1.87194e-21,-47.7273,-47.7273,0.0194665
1.88041e-21,-47.7228,-47.7228,0.485313
1.88888e-21,-47.7183,-47.7183,0.690815
1.89735e-21,-47.7138,-47.7138,0.595448
1.90582e-21,-47.7094,-47.7094,0.27555
1.91429e-21,-47.7049,-47.7049,0.222542
1.92276e-21,-47.7005,-47.7005,0.146895
1.93124e-21,-47.6961,-47.6961,0.571018
1.93971e-21,-47.6918,-47.6918,0.668248
1.94818e-21,-47.6874,-47.6874,0.908638
1.95665e-21,-47.6831,-47.6831,0.193528
1.96512e-21,-47.6787,-47.6787,0.43427
1.97359e-21,-47.6744,-47.6744,0.0675027
1.98206e-21,-47.6702,-47.6702,0.259436
1.99053e-21,-47.6659,-47.6659,0.626096
1.999e-21,-47.6616,-47.6616,0.791242
2.00747e-21,-47.6574,-47.6574,0.196694
2.01594e-21,-47.6532,-47.6532,0.0122011
2.02441e-21,-47.649,-47.649,0.0984281
2.03288e-21,-47.6448,-47.6448,0.327948
2.04135e-21,-47.6407,-47.6407,0.668384
2.04982e-21,-47.6365,-47.6365,0.151265
2.05829e-21,-47.6324,-47.6324,0.15792
2.06676e-21,-47.6283,-47.6283,0.274886
2.07523e-21,-47.6242,-47.6242,0.110838
2.0837e-21,-47.6201,-47.6201,0.314065
2.09217e-21,-47.6161,-47.6161,0.150868
2.10064e-21,-47.612,-47.612,0.681034
2.10911e-21,-47.608,-47.608,0.22481
2.11758e-21,-47.604,-47.604,0.097433
2.12605e-21,-47.6,-47.6,0.614005
2.13452e-21,-47.596,-47.596,0.291553
2.14299e-21,-47.5921,-47.5921,0.0971165
2.15146e-21,-47.5881,-47.5881,0.0018712
2.15993e-21,-47.5842,-47.5842,1.03759
2.1684e-21,-47.5803,-47.5803,0.0418612
2.17687e-21,-47.5764,-47.5764,0.0461043
2.18534e-21,-47.5725,-47.5725,0.0813927
2.19382e-21,-47.5686,-47.5686,0.178434
2.20229e-21,-47.5648,-47.5648,0.36758
2.21076e-21,-47.561,-47.561,0.297218
2.21923e-21,-47.5571,-47.5571,0.141858
2.2277e-21,-47.5533,-47.5533,0.190267
2.23617e-21,-47.5495,-47.5495,0.359847
2.24464e-21,-47.5457,-47.5457,0.243348
2.25311e-21,-47.542,-47.542,0.116543
2.26158e-21,-47.5382,-47.5382,0.228487
2.27005e-21,-47.5345,-47.5345,0.250736
2.27852e-21,-47.5308,-47.5308,0.0771855
2.28699e-21,-47.5271,-47.5271,0.217636
2.29546e-21,-47.5234,-47.5234,0.108414
2.30393e-21,-47.5197,-47.5197,0.568661
2.3124e-21,-47.516,-47.516,0.427823
2.32087e-21,-47.5123,-47.5123,0.0930517
2.32934e-21,-47.5087,-47.5087,0.105658
2.33781e-21,-47.5051,-47.5051,0.415352
2.34628e-21,-47.5015,-47.5015,0.495052
2.35475e-21,-47.4979,-47.4979,0.158244
2.36322e-21,-47.4943,-47.4943,0.429464
2.37169e-21,-47.4907,-47.4907,0.332984
2.38016e-21,-47.4871,-47.4871,0.107185
2.38863e-21,-47.4836,-47.4836,0.132713
2.3971e-21,-47.48,-47.48,0.0761836
2.40557e-21,-47.4765,-47.4765,0.746481
2.41404e-21,-47.473,-47.473,1.16662
2.42251e-21,-47.4695,-47.4695,0.381208
2.43098e-21,-47.466,-47.466,0.34723
2.43945e-21,-47.4625,-47.4625,0.825764
2.44793e-21,-47.459,-47.459,0.202667
2.4564e-21,-47.4556,-47.4556,0.325009
2.46487e-21,-47.4521,-47.4521,0.286004
2.47334e-21,-47.4487,-47.4487,0.00730603
2.48181e-21,-47.4453,-47.4453,0.226106
2.49028e-21,-47.4419,-47.4419,0.391346
2.49875e-21,-47.4385,-47.4385,0.523765
2.50722e-21,-47.4351,-47.4351,0.356112
2.51569e-21,-47.4317,-47.4317,0.772034
2.52416e-21,-47.4284,-47.4284,0.0716808
2.53263e-21,-47.425,-47.425,0.132654
2.5411e-21,-47.4217,-47.4217,0.404751
2.54957e-21,-47.4184,-47.4184,0.235873
2.55804e-21,-47.415,-47.415,0.230102
2.56651e-21,-47.4117,-47.4117,0.821807
2.57498e-21,-47.4084,-47.4084,0.441817
2.58345e-21,-47.4052,-47.4052,0.542017
2.59192e-21,-47.4019,-47.4019,0.460221
2.60039e-21,-47.3986,-47.3986,0.842316
2.60886e-21,-47.3954,-47.3954,0.677271
2.61733e-21,-47.3921,-47.3921,0.080351
2.6258e-21,-47.3889,-47.3889,0.0520008
2.63427e-21,-47.3857,-47.3857,0.336139
2.64274e-21,-47.3825,-47.3825,0.869765
2.65121e-21,-47.3793,-47.3793,0.750481
2.65968e-21,-47.3761,-47.3761,0.0845337
2.66815e-21,-47.3729,-47.3729,0.461484
2.67662e-21,-47.3697,-47.3697,0.325895
2.68509e-21,-47.3666,-47.3666,0.604635
2.69356e-21,-47.3634,-47.3634,0.235251
2.70204e-21,-47.3603,-47.3603,0.687135
2.71051e-21,-47.3572,-47.3572,0.794743
2.71898e-21,-47.354,-47.354,0.283388
2.72745e-21,-47.3509,-47.3509,0.0943993
2.73592e-21,-47.3478,-47.3478,0.0561182
2.74439e-21,-47.3447,-47.3447,0.71931
2.75286e-21,-47.3416,-47.3416,0.120312
2.76133e-21,-47.3386,-47.3386,0.478089
2.7698e-21,-47.3355,-47.3355,0.369226
2.77827e-21,-47.3325,-47.3325,0.191215
2.78674e-21,-47.3294,-47.3294,0.188308
2.79521e-21,-47.3264,-47.3264,0.392738
2.80368e-21,-47.3234,-47.3234,0.566578
2.81215e-21,-47.3203,-47.3203,0.366561
2.82062e-21,-47.3173,-47.3173,0.249398
2.82909e-21,-47.3143,-47.3143,0.191846
2.83756e-21,-47.3113,-47.3113,0.521613
2.84603e-21,-47.3084,-47.3084,0.149951
2.8545e-21,-47.3054,-47.3054,0.137493
2.86297e-21,-47.3024,-47.3024,0.603816
2.87144e-21,-47.2995,-47.2995,1.01354
2.87991e-21,-47.2965,-47.2965,0.820949
2.88838e-21,-47.2936,-47.2936,1.04011
2.89685e-21,-47.2907,-47.2907,0.316581
2.90532e-21,-47.2877,-47.2877,0.0489372
2.91379e-21,-47.2848,-47.2848,0.222706
2.92226e-21,-47.2819,-47.2819,0.162996
2.93073e-21,-47.279,-47.279,0.900854
2.9392e-21,-47.2761,-47.2761,0.448991
2.94767e-21,-47.2733,-47.2733,0.17999
2.95614e-21,-47.2704,-47.2704,0.0264051
2.96462e-21,-47.2675,-47.2675,0.0805638
2.97309e-21,-47.2647,-47.2647,0.994767
2.98156e-21,-47.2618,-47.2618,0.21881
2.99003e-21,-47.259,-47.259,0.548093
2.9985e-21,-47.2562,-47.2562,1.01889
3.00697e-21,-47.2534,-47.2534,0.506002
3.01544e-21,-47.2505,-47.2505,0.88901
3.02391e-21,-47.2477,-47.2477,0.233099
3.03238e-21,-47.2449,-47.2449,0.485315
3.04085e-21,-47.2421,-47.2422,0.272935
3.04932e-21,-47.2394,-47.2394,0.899991
3.05779e-21,-47.2366,-47.2366,0.0849194
3.06626e-21,-47.2338,-47.2338,0.223692
3.07473e-21,-47.2311,-47.2311,0.396565
3.0832e-21,-47.2283,-47.2283,0.545577
3.09167e-21,-47.2256,-47.2256,0.750422
3.10014e-21,-47.2228,-47.2228,0.0466629
3.10861e-21,-47.2201,-47.2201,0.233461
3.11708e-21,-47.2174,-47.2174,0.53323
3.12555e-21,-47.2147,-47.2147,0.0687647
3.13402e-21,-47.212,-47.212,0.387003
3.14249e-21,-47.2093,-47.2093,0.0720895
3.15096e-21,-47.2066,-47.2066,0.564266
3.15943e-21,-47.2039,-47.2039,0.306295
3.1679e-21,-47.2012,-47.2012,0.164141
3.17637e-21,-47.1985,-47.1985,0.147867
3.18484e-21,-47.1959,-47.1959,0.732545
3.19331e-21,-47.1932,-47.1932,0.532807
3.20178e-21,-47.1906,-47.1906,0.0462527
3.21025e-21,-47.1879,-47.1879,0.459978
3.21873e-21,-47.1853,-47.1853,0.301299
3.2272e-21,-47.1827,-47.1827,0.247171
3.23567e-21,-47.1801,-47.1801,0.403518
3.24414e-21,-47.1774,-47.1774,0.730697
3.25261e-21,-47.1748,-47.1748,0.696563
3.26108e-21,-47.1722,-47.1722,0.0658449
3.26955e-21,-47.1696,-47.1696,1.09216
3.27802e-21,-47.167,-47.167,0.673307
3.28649e-21,-47.1645,-47.1645,0.156803
3.29496e-21,-47.1619,-47.1619,0.413829
3.30343e-21,-47.1593,-47.1593,0.628906
3.3119e-21,-47.1568,-47.1568,0.0839105
3.32037e-21,-47.1542,-47.1542,0.520547
3.32884e-21,-47.1517,-47.1517,0.387158
3.33731e-21,-47.1491,-47.1491,0.588289
3.34578e-21,-47.1466,-47.1466,0.0848337
3.35425e-21,-47.1441,-47.1441,0.0987648
3.36272e-21,-47.1415,-47.1415,0.0459685
3.37119e-21,-47.139,-47.139,0.472556
3.37966e-21,-47.1365,-47.1365,0.354011
3.38813e-21,-47.134,-47.134,0.533952
3.40507e-21,-47.129,-47.129,0.98679
3.42201e-21,-47.1241,-47.1241,0.951008
3.43895e-21,-47.1191,-47.1191,0.490691
3.45589e-21,-47.1142,-47.1142,0.66898
3.47284e-21,-47.1093,-47.1093,0.548089
3.48978e-21,-47.1045,-47.1044,0.189325
3.50672e-21,-47.0996,-47.0996,0.346897
3.52366e-21,-47.0948,-47.0948,0.998965
3.5406e-21,-47.09,-47.09,0.285597
3.55754e-21,-47.0852,-47.0852,0.570843
3.57448e-21,-47.0805,-47.0805,0.0882756
3.59142e-21,-47.0757,-47.0757,0.364452
3.60836e-21,-47.071,-47.071,1.01379
3.6253e-21,-47.0664,-47.0663,0.855548
3.64224e-21,-47.0617,-47.0617,0.026911
3.65918e-21,-47.057,-47.057,0.419536
3.67612e-21,-47.0524,-47.0524,1.24728
3.69306e-21,-47.0478,-47.0478,0.507983
3.71e-21,-47.0433,-47.0433,1.25261
3.72695e-21,-47.0387,-47.0387,0.531408
3.74389e-21,-47.0342,-47.0342,0.393967
3.76083e-21,-47.0296,-47.0296,0.110812
3.77777e-21,-47.0252,-47.0252,1.06532
3.79471e-21,-47.0207,-47.0207,0.969949
3.81165e-21,-47.0162,-47.0162,0.650051
3.82859e-21,-47.0118,-47.0118,0.151959
3.84553e-21,-47.0074,-47.0074,0.521396
3.86247e-21,-47.003,-47.003,0.196517
3.87941e-21,-46.9986,-46.9986,1.04275
3.89635e-21,-46.9943,-46.9942,1.28314
3.91329e-21,-46.9899,-46.9899,0.568029
3.93023e-21,-46.9856,-46.9856,0.0597694
3.94717e-21,-46.9813,-46.9813,0.442003
3.96411e-21,-46.977,-46.977,0.115065
3.98105e-21,-46.9727,-46.9727,1.0006
3.998e-21,-46.9685,-46.9685,1.16574
4.01494e-21,-46.9643,-46.9643,0.571195
4.03188e-21,-46.9601,-46.9601,0.3623
4.04882e-21,-46.9559,-46.9559,0.472929
4.06576e-21,-46.9517,-46.9517,0.0465528
4.0827e-21,-46.9475,-46.9475,1.04288
4.09964e-21,-46.9434,-46.9434,0.525766
4.11658e-21,-46.9393,-46.9393,0.53242
4.13352e-21,-46.9352,-46.9352,0.0996144
4.15046e-21,-46.9311,-46.9311,0.263663
4.1674e-21,-46.927,-46.927,0.0604361
4.18434e-21,-46.9229,-46.9229,0.525369
4.20128e-21,-46.9189,-46.9189,0.306534
4.21822e-21,-46.9149,-46.9149,0.59931
4.23516e-21,-46.9109,-46.9109,0.277068
4.25211e-21,-46.9069,-46.9069,0.239505
4.26905e-21,-46.9029,-46.9029,0.0829481
4.28599e-21,-46.8989,-46.8989,0.277384
4.30293e-21,-46.895,-46.895,0.376372
4.31987e-21,-46.8911,-46.8911,1.4121
4.33681e-21,-46.8871,-46.8871,0.416362
4.35375e-21,-46.8833,-46.8832,0.420605
4.37069e-21,-46.8794,-46.8794,0.455893
4.38763e-21,-46.8755,-46.8755,0.552935
4.40457e-21,-46.8716,-46.8716,0.742081
4.42151e-21,-46.8678,-46.8678,0.0772828
4.43845e-21,-46.864,-46.864,0.516359
4.45539e-21,-46.8602,-46.8602,0.184234
4.47233e-21,-46.8564,-46.8564,0.0146532
4.48927e-21,-46.8526,-46.8526,0.131153
4.50622e-21,-46.8488,-46.8488,0.491044
4.52316e-21,-46.8451,-46.8451,0.146014
4.5401e-21,-46.8413,-46.8413,0.123764
4.55704e-21,-46.8376,-46.8376,0.451686
4.57398e-21,-46.8339,-46.8339,0.156865
4.59092e-21,-46.8302,-46.8302,0.266086
4.60786e-21,-46.8265,-46.8265,0.19416
4.6248e-21,-46.8229,-46.8229,0.802324
4.64174e-21,-46.8192,-46.8192,0.281449
4.65868e-21,-46.8156,-46.8156,0.268842
4.67562e-21,-46.8119,-46.8119,0.789852
4.69256e-21,-46.8083,-46.8083,0.869552
4.7095e-21,-46.8047,-46.8047,0.532745
4.72644e-21,-46.8011,-46.8011,0.803965
4.74338e-21,-46.7975,-46.7975,0.707485
4.76033e-21,-46.794,-46.794,0.267315
4.77727e-21,-46.7904,-46.7904,0.507214
4.79421e-21,-46.7869,-46.7869,0.450684
4.81115e-21,-46.7834,-46.7834,1.12098
4.82809e-21,-46.7798,-46.7798,1.54112
4.84503e-21,-46.7763,-46.7763,0.755709
4.86197e-21,-46.7728,-46.7728,0.721731
4.87891e-21,-46.7694,-46.7694,0.451263
4.89585e-21,-46.7659,-46.7659,0.171833
4.91279e-21,-46.7624,-46.7624,0.69951
4.92973e-21,-46.759,-46.759,0.088497
4.94667e-21,-46.7556,-46.7556,0.381807
4.96361e-21,-46.7522,-46.7522,0.600606
4.98055e-21,-46.7487,-46.7487,0.765847
4.99749e-21,-46.7454,-46.7454,0.898265
5.01444e-21,-46.742,-46.742,0.0183883
